0.010000,0.002575
0.020000,0.002950
0.030000,0.003375
0.040000,0.003825
0.050000,0.004300
0.060000,0.004900
0.070000,0.005325
0.080000,0.006175
0.090000,0.006275
0.100000,0.007675
0.110000,0.008150
0.120000,0.008000
0.130000,0.009125
0.140000,0.009750
0.150000,0.010200
0.160000,0.010400
0.170000,0.010950
0.180000,0.011875
0.190000,0.013200
0.200000,0.013200
0.210000,0.013625
0.220000,0.014800
0.230000,0.016600
0.240000,0.016725
0.250000,0.018300
0.260000,0.018250
0.270000,0.020375
0.280000,0.020750
0.290000,0.023100
0.300000,0.022375
0.310000,0.024200
0.320000,0.026000
0.330000,0.029550
0.340000,0.030725
0.350000,0.031600
0.360000,0.035350
0.370000,0.037600
0.380000,0.037925
0.390000,0.045975
0.400000,0.046275
0.410000,0.047675
0.420000,0.052325
0.430000,0.056875
0.440000,0.062950
0.450000,0.070950
0.460000,0.072925
0.470000,0.082900
0.480000,0.095725
0.490000,0.106500
0.500000,0.120975
0.510000,0.130400
0.520000,0.165500
0.530000,0.195950
0.540000,0.231700
0.550000,0.316075
0.560000,0.412000
0.570000,0.514525
0.580000,1.050550
0.590000,1.630300
0.600000,2.643525
0.610000,2.211575
0.620000,1.904700
0.630000,1.737900
0.640000,1.643675
0.650000,1.558725
0.660000,1.498375
0.670000,1.454825
0.680000,1.416775
0.690000,1.378000
0.700000,1.350075
0.710000,1.324375
0.720000,1.301900
0.730000,1.283225
0.740000,1.260725
0.750000,1.243675
0.760000,1.227500
0.770000,1.213325
0.780000,1.198050
0.790000,1.187175
0.800000,1.173925
0.810000,1.162350
0.820000,1.152100
0.830000,1.140750
0.840000,1.130400
0.850000,1.121575
0.860000,1.112000
0.870000,1.103050
0.880000,1.094775
0.890000,1.086700
0.900000,1.078325
0.910000,1.071100
0.920000,1.063575
0.930000,1.056250
0.940000,1.048950
0.950000,1.042375
0.960000,1.035200
0.970000,1.028325
0.980000,1.021150
0.990000,1.013750
1.000000,1.000000
